"REF_DATE","GEO","DGUID","Labour force characteristics","Gender","Age group","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2025-01","Ontario","2021A000235","Full-time employment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063955","7.4.2.1.1.1","3826.0","","","","1"
"2025-01","Ontario","2021A000235","Full-time employment","Men+","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066034","7.4.2.1.1.2","3720.0","","","","1"
"2025-01","Ontario","2021A000235","Full-time employment","Men+","15 years and over","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887706","7.4.2.1.2.1","24.1","","","","1"
"2025-01","Ontario","2021A000235","Full-time employment","Men+","15 years and over","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887707","7.4.2.1.3.1","18.9","","","","1"
"2025-01","Ontario","2021A000235","Full-time employment","Men+","15 years and over","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887708","7.4.2.1.4.1","31.6","","","","1"
"2025-01","Ontario","2021A000235","Full-time employment","Men+","15 to 64 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v21581341","7.4.2.8.1.1","3654.4","","","","1"
"2025-01","Ontario","2021A000235","Full-time employment","Men+","15 to 64 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v21581342","7.4.2.8.1.2","3555.9","","","","1"
"2025-01","Ontario","2021A000235","Full-time employment","Men+","15 to 64 years","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887709","7.4.2.8.2.1","23.3","","","","1"
"2025-01","Ontario","2021A000235","Full-time employment","Men+","15 to 64 years","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887710","7.4.2.8.3.1","19.1","","","","1"
"2025-01","Ontario","2021A000235","Full-time employment","Men+","15 to 64 years","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887711","7.4.2.8.4.1","31.0","","","","1"
"2025-01","Ontario","2021A000235","Full-time employment","Men+","15 to 19 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066088","7.4.2.3.1.2","27.2","","","","1"
"2025-01","Ontario","2021A000235","Full-time employment","Men+","20 to 24 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066115","7.4.2.4.1.2","245.7","","","","1"
"2025-01","Ontario","2021A000235","Full-time employment","Men+","25 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064063","7.4.2.5.1.1","3502.5","","","","1"
"2025-01","Ontario","2021A000235","Full-time employment","Men+","25 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066142","7.4.2.5.1.2","3447.1","","","","1"
"2025-01","Ontario","2021A000235","Full-time employment","Men+","25 years and over","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887715","7.4.2.5.2.1","20.9","","","","1"
"2025-01","Ontario","2021A000235","Full-time employment","Men+","25 years and over","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887716","7.4.2.5.3.1","15.9","","","","1"
"2025-01","Ontario","2021A000235","Full-time employment","Men+","25 years and over","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887717","7.4.2.5.4.1","27.2","","","","1"
"2025-01","Ontario","2021A000235","Full-time employment","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063964","7.4.3.1.1.1","2968.7","","","","1"
"2025-01","Ontario","2021A000235","Full-time employment","Women+","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066043","7.4.3.1.1.2","2938.0","","","","1"
"2025-01","Ontario","2021A000235","Full-time employment","Women+","15 years and over","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887721","7.4.3.1.2.1","25.9","","","","1"
"2025-01","Ontario","2021A000235","Full-time employment","Women+","15 years and over","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887722","7.4.3.1.3.1","20.0","","","","1"
"2025-01","Ontario","2021A000235","Full-time employment","Women+","15 years and over","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887723","7.4.3.1.4.1","34.3","","","","1"
"2025-01","Ontario","2021A000235","Full-time employment","Women+","15 to 64 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v21581343","7.4.3.8.1.1","2872.8","","","","1"
"2025-01","Ontario","2021A000235","Full-time employment","Women+","15 to 64 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v21581344","7.4.3.8.1.2","2839.7","","","","1"
"2025-01","Ontario","2021A000235","Full-time employment","Women+","15 to 64 years","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887724","7.4.3.8.2.1","25.4","","","","1"
"2025-01","Ontario","2021A000235","Full-time employment","Women+","15 to 64 years","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887725","7.4.3.8.3.1","20.0","","","","1"
"2025-01","Ontario","2021A000235","Full-time employment","Women+","15 to 64 years","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887726","7.4.3.8.4.1","34.2","","","","1"
"2025-01","Ontario","2021A000235","Full-time employment","Women+","15 to 19 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066097","7.4.3.3.1.2","10.1","","","","1"
"2025-01","Ontario","2021A000235","Full-time employment","Women+","20 to 24 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066124","7.4.3.4.1.2","174.6","","","","1"
"2025-01","Ontario","2021A000235","Full-time employment","Women+","25 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064072","7.4.3.5.1.1","2747.5","","","","1"
"2025-01","Ontario","2021A000235","Full-time employment","Women+","25 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066151","7.4.3.5.1.2","2753.3","","","","1"
"2025-01","Ontario","2021A000235","Full-time employment","Women+","25 years and over","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887730","7.4.3.5.2.1","23.1","","","","1"
"2025-01","Ontario","2021A000235","Full-time employment","Women+","25 years and over","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887731","7.4.3.5.3.1","17.3","","","","1"
"2025-01","Ontario","2021A000235","Full-time employment","Women+","25 years and over","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887732","7.4.3.5.4.1","30.7","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063947","7.5.1.1.1.1","1445.7","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Total - Gender","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066026","7.5.1.1.1.2","1480.7","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Total - Gender","15 years and over","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887736","7.5.1.1.2.1","29.2","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Total - Gender","15 years and over","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887737","7.5.1.1.3.1","26.0","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Total - Gender","15 years and over","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887738","7.5.1.1.4.1","39.1","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Total - Gender","15 to 64 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v21581345","7.5.1.8.1.1","1268.8","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Total - Gender","15 to 64 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v21581346","7.5.1.8.1.2","1309.9","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Total - Gender","15 to 64 years","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887739","7.5.1.8.2.1","27.5","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Total - Gender","15 to 64 years","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887740","7.5.1.8.3.1","25.1","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Total - Gender","15 to 64 years","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887741","7.5.1.8.4.1","37.2","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Total - Gender","15 to 19 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066080","7.5.1.3.1.2","242.0","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Total - Gender","20 to 24 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066107","7.5.1.4.1.2","283.2","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Total - Gender","25 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064055","7.5.1.5.1.1","939.0","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Total - Gender","25 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066134","7.5.1.5.1.2","955.5","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Total - Gender","25 years and over","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887745","7.5.1.5.2.1","23.5","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Total - Gender","25 years and over","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887746","7.5.1.5.3.1","20.9","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Total - Gender","25 years and over","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887747","7.5.1.5.4.1","31.5","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063956","7.5.2.1.1.1","544.8","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Men+","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066035","7.5.2.1.1.2","564.0","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Men+","15 years and over","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887754","7.5.2.1.2.1","18.1","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Men+","15 years and over","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887755","7.5.2.1.3.1","16.6","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Men+","15 years and over","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887756","7.5.2.1.4.1","24.9","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Men+","15 to 64 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v21581347","7.5.2.8.1.1","454.3","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Men+","15 to 64 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v21581348","7.5.2.8.1.2","476.4","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Men+","15 to 64 years","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887757","7.5.2.8.2.1","17.2","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Men+","15 to 64 years","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887758","7.5.2.8.3.1","16.1","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Men+","15 to 64 years","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887759","7.5.2.8.4.1","23.7","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Men+","15 to 19 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066089","7.5.2.3.1.2","97.8","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Men+","20 to 24 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066116","7.5.2.4.1.2","128.8","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Men+","25 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064064","7.5.2.5.1.1","328.7","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Men+","25 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066143","7.5.2.5.1.2","337.3","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Men+","25 years and over","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887763","7.5.2.5.2.1","13.6","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Men+","25 years and over","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887764","7.5.2.5.3.1","13.0","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Men+","25 years and over","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887765","7.5.2.5.4.1","18.6","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063965","7.5.3.1.1.1","900.9","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Women+","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066044","7.5.3.1.1.2","916.7","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Women+","15 years and over","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887769","7.5.3.1.2.1","21.7","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Women+","15 years and over","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887770","7.5.3.1.3.1","19.4","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Women+","15 years and over","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887771","7.5.3.1.4.1","30.0","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Women+","15 to 64 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v21581349","7.5.3.8.1.1","814.5","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Women+","15 to 64 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v21581350","7.5.3.8.1.2","833.5","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Women+","15 to 64 years","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887772","7.5.3.8.2.1","20.7","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Women+","15 to 64 years","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887773","7.5.3.8.3.1","18.8","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Women+","15 to 64 years","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887774","7.5.3.8.4.1","28.8","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Women+","15 to 19 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066098","7.5.3.3.1.2","144.2","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Women+","20 to 24 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066125","7.5.3.4.1.2","154.4","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Women+","25 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064073","7.5.3.5.1.1","610.3","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Women+","25 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066152","7.5.3.5.1.2","618.2","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Women+","25 years and over","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887778","7.5.3.5.2.1","18.3","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Women+","25 years and over","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887779","7.5.3.5.3.1","16.1","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Women+","25 years and over","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887780","7.5.3.5.4.1","25.1","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063948","7.6.1.1.1.1","674.8","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Total - Gender","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066027","7.6.1.1.1.2","679.1","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Total - Gender","15 years and over","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887784","7.6.1.1.2.1","19.7","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Total - Gender","15 years and over","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887785","7.6.1.1.3.1","18.6","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Total - Gender","15 years and over","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887786","7.6.1.1.4.1","26.4","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Total - Gender","15 to 64 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v21581351","7.6.1.8.1.1","673.0","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Total - Gender","15 to 64 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v21581352","7.6.1.8.1.2","662.6","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Total - Gender","15 to 64 years","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887787","7.6.1.8.2.1","19.5","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Total - Gender","15 to 64 years","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887788","7.6.1.8.3.1","18.6","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Total - Gender","15 to 64 years","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887789","7.6.1.8.4.1","26.1","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Total - Gender","15 to 19 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066081","7.6.1.3.1.2","83.8","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Total - Gender","20 to 24 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066108","7.6.1.4.1.2","120.2","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Total - Gender","25 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064056","7.6.1.5.1.1","457.6","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Total - Gender","25 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066135","7.6.1.5.1.2","475.1","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Total - Gender","25 years and over","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887793","7.6.1.5.2.1","16.1","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Total - Gender","25 years and over","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887794","7.6.1.5.3.1","14.7","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Total - Gender","25 years and over","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887795","7.6.1.5.4.1","21.7","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Men+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063957","7.6.2.1.1.1","363.1","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Men+","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066036","7.6.2.1.1.2","387.8","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Men+","15 years and over","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887802","7.6.2.1.2.1","14.2","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Men+","15 years and over","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887803","7.6.2.1.3.1","13.5","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Men+","15 years and over","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887804","7.6.2.1.4.1","18.6","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Men+","15 to 64 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v21581353","7.6.2.8.1.1","368.6","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Men+","15 to 64 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v21581354","7.6.2.8.1.2","377.6","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Men+","15 to 64 years","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887805","7.6.2.8.2.1","14.0","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Men+","15 to 64 years","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887806","7.6.2.8.3.1","13.4","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Men+","15 to 64 years","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887807","7.6.2.8.4.1","18.4","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Men+","15 to 19 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066090","7.6.2.3.1.2","49.3","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Men+","20 to 24 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066117","7.6.2.4.1.2","72.4","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Men+","25 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064065","7.6.2.5.1.1","239.6","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Men+","25 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066144","7.6.2.5.1.2","266.0","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Men+","25 years and over","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887811","7.6.2.5.2.1","11.4","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Men+","25 years and over","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887812","7.6.2.5.3.1","10.6","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Men+","25 years and over","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887813","7.6.2.5.4.1","15.0","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Women+","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063966","7.6.3.1.1.1","311.7","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Women+","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066045","7.6.3.1.1.2","291.3","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Women+","15 years and over","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887820","7.6.3.1.2.1","12.8","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Women+","15 years and over","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887821","7.6.3.1.3.1","12.5","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Women+","15 years and over","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887822","7.6.3.1.4.1","17.3","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Women+","15 to 64 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v21581355","7.6.3.8.1.1","304.4","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Women+","15 to 64 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v21581356","7.6.3.8.1.2","285.1","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Women+","15 to 64 years","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887823","7.6.3.8.2.1","12.6","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Women+","15 to 64 years","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887824","7.6.3.8.3.1","12.5","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Women+","15 to 64 years","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887825","7.6.3.8.4.1","17.1","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Women+","15 to 19 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066099","7.6.3.3.1.2","34.5","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Women+","20 to 24 years","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066126","7.6.3.4.1.2","47.8","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Women+","25 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064074","7.6.3.5.1.1","218.0","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Women+","25 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066153","7.6.3.5.1.2","209.1","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Women+","25 years and over","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887829","7.6.3.5.2.1","10.7","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Women+","25 years and over","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887830","7.6.3.5.3.1","10.1","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Women+","25 years and over","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","thousands","3","v101887831","7.6.3.5.4.1","14.6","","","","1"
"2025-01","Ontario","2021A000235","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063949","7.7.1.1.1.1","7.6","","","","1"
"2025-01","Ontario","2021A000235","Unemployment rate","Total - Gender","15 years and over","Estimate","Unadjusted","Percent","239","units","0","v2066028","7.7.1.1.1.2","7.7","","","","1"
"2025-01","Ontario","2021A000235","Unemployment rate","Total - Gender","15 years and over","Standard error of estimate","Seasonally adjusted","Percent","239","units","0","v101887838","7.7.1.1.2.1","0.2","","","","1"
"2025-01","Ontario","2021A000235","Unemployment rate","Total - Gender","15 years and over","Standard error of month-to-month change","Seasonally adjusted","Percent","239","units","0","v101887839","7.7.1.1.3.1","0.2","","","","1"
"2025-01","Ontario","2021A000235","Unemployment rate","Total - Gender","15 years and over","Standard error of year-over-year change","Seasonally adjusted","Percent","239","units","0","v101887840","7.7.1.1.4.1","0.3","","","","1"
"2025-01","Ontario","2021A000235","Unemployment rate","Total - Gender","15 to 64 years","Estimate","Seasonally adjusted","Percent","239","units","0","v21581357","7.7.1.8.1.1","7.9","","","","1"
"2025-01","Ontario","2021A000235","Unemployment rate","Total - Gender","15 to 64 years","Estimate","Unadjusted","Percent","239","units","0","v21581358","7.7.1.8.1.2","7.9","","","","1"
"2025-01","Ontario","2021A000235","Unemployment rate","Total - Gender","15 to 64 years","Standard error of estimate","Seasonally adjusted","Percent","239","units","0","v101887841","7.7.1.8.2.1","0.2","","","","1"
"2025-01","Ontario","2021A000235","Unemployment rate","Total - Gender","15 to 64 years","Standard error of month-to-month change","Seasonally adjusted","Percent","239","units","0","v101887842","7.7.1.8.3.1","0.2","","","","1"
